time_range, announc_as_counter, announc_as_counter_ip, num_path_dict_before, num_as_pairs, source_as_counter, prev_peer_as, prev_announc_as, path_presence
23:57:00-23:57:04,0,0,0,0,0,0,0,1
23:57:05-23:57:09,0,0,0,0,0,0,0,1
23:57:10-23:57:14,0,0,0,0,0,0,0,1
23:57:15-23:57:19,0,0,0,0,27,0,0,1
23:57:20-23:57:24,0,0,0,0,16,0,0,1
23:57:25-23:57:29,0,0,0,0,0,0,0,1
23:57:30-23:57:34,0,0,0,0,0,0,0,1
23:57:35-23:57:39,0,0,0,0,0,0,0,1
23:57:40-23:57:44,0,0,0,0,0,0,0,1
23:57:45-23:57:49,0,0,3,0,115,0,0,1
23:57:50-23:57:54,0,0,0,0,16,0,0,1
23:57:55-23:57:59,0,0,0,0,0,0,0,1
23:58:00-23:58:04,0,0,0,0,0,0,0,1
23:58:05-23:58:09,0,0,0,0,0,0,0,1
23:58:10-23:58:14,0,0,0,0,0,0,0,1
23:58:15-23:58:19,0,0,2,0,108,0,0,1
23:58:20-23:58:24,0,0,2,0,34,0,0,1
23:58:25-23:58:29,0,0,0,0,0,0,0,1
23:58:30-23:58:34,0,0,0,0,0,0,0,1
23:58:35-23:58:39,0,0,0,0,0,0,0,1
23:58:40-23:58:44,0,0,0,0,0,0,0,1
23:58:45-23:58:49,0,0,0,0,35,0,0,1
23:58:50-23:58:54,0,0,0,0,26,0,0,1
23:58:55-23:58:59,0,0,0,0,0,0,0,1
23:59:00-23:59:04,0,0,0,0,0,0,0,1
23:59:05-23:59:09,0,0,0,0,0,0,0,1
23:59:10-23:59:14,0,0,0,0,0,0,0,1
23:59:15-23:59:19,0,0,2,0,75,0,0,1
23:59:20-23:59:24,0,0,0,0,32,0,0,1
23:59:25-23:59:29,0,0,0,0,0,0,0,1
23:59:30-23:59:34,0,0,0,0,0,0,0,1
23:59:35-23:59:39,0,0,0,0,0,0,0,1
23:59:40-23:59:44,0,0,0,0,0,0,0,1
23:59:45-23:59:49,0,0,0,0,61,0,0,1
23:59:50-23:59:54,0,0,0,0,22,0,0,1
23:59:55-23:59:59,0,0,0,0,0,0,0,1
23:57:00-23:57:04,2,39,0,0,61,6453,35266,1
23:57:05-23:57:09,0,0,0,0,0,6453,35266,1
23:57:10-23:57:14,0,0,0,0,0,6453,35266,1
23:57:15-23:57:19,0,0,0,0,0,6453,35266,1
23:57:20-23:57:24,0,0,0,0,0,6453,35266,1
23:57:25-23:57:29,0,0,0,0,0,6453,35266,1
23:57:30-23:57:34,2,52,0,0,69,6453,35266,1
23:57:35-23:57:39,0,0,0,0,0,6453,35266,1
23:57:40-23:57:44,0,0,0,0,0,6453,35266,1
23:57:45-23:57:49,0,0,0,0,0,6453,35266,1
23:57:50-23:57:54,0,0,0,0,0,6453,35266,1
23:57:55-23:57:59,0,0,0,0,0,6453,35266,1
23:58:00-23:58:04,2,76,0,0,113,6453,35266,1
23:58:05-23:58:09,0,0,0,0,0,6453,35266,1
23:58:10-23:58:14,0,0,0,0,0,6453,35266,1
23:58:15-23:58:19,0,0,0,0,0,6453,35266,1
23:58:20-23:58:24,0,0,0,0,0,6453,35266,1
23:58:25-23:58:29,0,0,0,0,0,6453,35266,1
23:58:30-23:58:34,0,0,0,0,0,6453,35266,1
23:58:35-23:58:39,2,62,0,0,78,6453,35266,1
23:58:40-23:58:44,0,0,0,0,0,6453,35266,1
23:58:45-23:58:49,0,0,0,0,0,6453,35266,1
23:58:50-23:58:54,0,0,0,0,0,6453,35266,1
23:58:55-23:58:59,0,0,0,0,0,6453,35266,1
23:59:00-23:59:04,0,0,0,0,0,6453,35266,1
23:59:05-23:59:09,2,74,0,0,107,6453,35266,1
23:59:10-23:59:14,0,0,0,0,0,6453,35266,1
23:59:15-23:59:19,0,0,0,0,0,6453,35266,1
23:59:20-23:59:24,0,0,0,0,0,6453,35266,1
23:59:25-23:59:29,0,0,0,0,0,6453,35266,1
23:59:30-23:59:34,0,0,0,0,0,6453,35266,1
23:59:35-23:59:39,2,51,0,0,92,6453,35266,1
23:59:40-23:59:44,0,0,0,0,0,6453,35266,1
23:59:45-23:59:49,0,0,0,0,0,6453,35266,1
23:59:50-23:59:54,0,0,0,0,0,6453,35266,1
23:59:55-23:59:59,0,0,0,0,0,6453,35266,1
23:57:00-23:57:04,0,0,0,0,46,12779,12779,0
23:57:05-23:57:09,0,0,0,0,40,12779,12779,0
23:57:10-23:57:14,0,0,0,0,50,12779,12779,0
23:57:15-23:57:19,0,0,0,0,33,12779,12779,0
23:57:20-23:57:24,0,0,0,0,46,12779,12779,0
23:57:25-23:57:29,0,0,0,0,38,12779,12779,0
23:57:30-23:57:34,0,0,0,0,42,12779,12779,0
23:57:35-23:57:39,0,0,0,0,64,12779,12779,0
23:57:40-23:57:44,0,0,0,0,38,12779,12779,0
23:57:45-23:57:49,0,0,0,0,22,12779,12779,0
23:57:50-23:57:54,0,0,0,0,36,12779,12779,0
23:57:55-23:57:59,0,0,0,0,58,12779,12779,0
23:58:00-23:58:04,0,0,0,0,44,12779,12779,0
23:58:05-23:58:09,0,0,0,0,50,12779,12779,0
23:58:10-23:58:14,0,0,0,0,42,12779,12779,0
23:58:15-23:58:19,0,0,0,0,33,12779,12779,0
23:58:20-23:58:24,0,0,0,0,54,12779,12779,0
23:58:25-23:58:29,0,0,0,0,32,12779,12779,0
23:58:30-23:58:34,0,0,0,0,42,12779,12779,0
23:58:35-23:58:39,0,0,0,0,48,12779,12779,0
23:58:40-23:58:44,0,0,0,0,64,12779,12779,0
23:58:45-23:58:49,0,0,0,0,34,12779,12779,0
23:58:50-23:58:54,0,0,0,0,52,12779,12779,0
23:58:55-23:58:59,0,0,0,0,46,12779,12779,0
23:59:00-23:59:04,0,0,0,0,222,12779,12779,0
23:59:05-23:59:09,0,0,0,0,24,12779,12779,0
23:59:10-23:59:14,0,0,0,0,34,12779,12779,0
23:59:15-23:59:19,0,0,0,0,91,12779,12779,0
23:59:20-23:59:24,0,0,0,0,30,12779,12779,0
23:59:25-23:59:29,0,0,0,0,52,12779,12779,0
23:59:30-23:59:34,0,0,0,0,38,12779,12779,0
23:59:35-23:59:39,0,0,0,0,28,12779,12779,0
23:59:40-23:59:44,0,0,0,0,56,12779,12779,0
23:59:45-23:59:49,0,0,0,0,44,12779,12779,0
23:59:50-23:59:54,0,0,0,0,32,12779,12779,0
23:59:55-23:59:59,0,0,0,0,36,12779,12779,0
23:57:00-23:57:04,0,0,0,0,46,6453,9002,0
23:57:05-23:57:09,0,0,0,0,40,6453,9002,0
23:57:10-23:57:14,0,0,0,0,50,6453,9002,0
23:57:15-23:57:19,0,0,0,0,33,6453,9002,0
23:57:20-23:57:24,0,0,0,0,46,6453,9002,0
23:57:25-23:57:29,0,0,0,0,38,6453,9002,0
23:57:30-23:57:34,0,0,0,0,42,6453,9002,0
23:57:35-23:57:39,0,0,0,0,64,6453,9002,0
23:57:40-23:57:44,0,0,0,0,38,6453,9002,0
23:57:45-23:57:49,0,0,0,0,22,6453,9002,0
23:57:50-23:57:54,0,0,0,0,36,6453,9002,0
23:57:55-23:57:59,0,0,0,0,58,6453,9002,0
23:58:00-23:58:04,0,0,0,0,44,6453,9002,0
23:58:05-23:58:09,0,0,0,0,50,6453,9002,0
23:58:10-23:58:14,0,0,0,0,42,6453,9002,0
23:58:15-23:58:19,0,0,0,0,33,6453,9002,0
23:58:20-23:58:24,0,0,0,0,54,6453,9002,0
23:58:25-23:58:29,0,0,0,0,32,6453,9002,0
23:58:30-23:58:34,0,0,0,0,42,6453,9002,0
23:58:35-23:58:39,0,0,0,0,48,6453,9002,0
23:58:40-23:58:44,0,0,0,0,64,6453,9002,0
23:58:45-23:58:49,0,0,0,0,34,6453,9002,0
23:58:50-23:58:54,0,0,0,0,52,6453,9002,0
23:58:55-23:58:59,0,0,0,0,46,6453,9002,0
23:59:00-23:59:04,0,0,0,0,222,6453,9002,0
23:59:05-23:59:09,0,0,0,0,24,6453,9002,0
23:59:10-23:59:14,0,0,0,0,34,6453,9002,0
23:59:15-23:59:19,0,0,0,0,91,6453,9002,0
23:59:20-23:59:24,0,0,0,0,30,6453,9002,0
23:59:25-23:59:29,0,0,0,0,52,6453,9002,0
23:59:30-23:59:34,0,0,0,0,38,6453,9002,0
23:59:35-23:59:39,0,0,0,0,28,6453,9002,0
23:59:40-23:59:44,0,0,0,0,56,6453,9002,0
23:59:45-23:59:49,0,0,0,0,44,6453,9002,0
23:59:50-23:59:54,0,0,0,0,32,6453,9002,0
23:59:55-23:59:59,0,0,0,0,36,6453,9002,0
23:57:00-23:57:04,0,0,0,0,0,13237,9002,1
23:57:05-23:57:09,0,0,0,0,0,13237,9002,1
23:57:10-23:57:14,0,0,0,0,0,13237,9002,1
23:57:15-23:57:19,0,0,0,0,27,13237,9002,1
23:57:20-23:57:24,0,0,0,0,16,13237,9002,1
23:57:25-23:57:29,0,0,0,0,0,13237,9002,1
23:57:30-23:57:34,0,0,0,0,0,13237,9002,1
23:57:35-23:57:39,0,0,0,0,0,13237,9002,1
23:57:40-23:57:44,0,0,0,0,0,13237,9002,1
23:57:45-23:57:49,0,0,3,0,115,13237,9002,1
23:57:50-23:57:54,0,0,0,0,16,13237,9002,1
23:57:55-23:57:59,0,0,0,0,0,13237,9002,1
23:58:00-23:58:04,0,0,0,0,0,13237,9002,1
23:58:05-23:58:09,0,0,0,0,0,13237,9002,1
23:58:10-23:58:14,0,0,0,0,0,13237,9002,1
23:58:15-23:58:19,0,0,2,0,108,13237,9002,1
23:58:20-23:58:24,0,0,2,0,34,13237,9002,1
23:58:25-23:58:29,0,0,0,0,0,13237,9002,1
23:58:30-23:58:34,0,0,0,0,0,13237,9002,1
23:58:35-23:58:39,0,0,0,0,0,13237,9002,1
23:58:40-23:58:44,0,0,0,0,0,13237,9002,1
23:58:45-23:58:49,0,0,0,0,35,13237,9002,1
23:58:50-23:58:54,0,0,0,0,26,13237,9002,1
23:58:55-23:58:59,0,0,0,0,0,13237,9002,1
23:59:00-23:59:04,0,0,0,0,0,13237,9002,1
23:59:05-23:59:09,0,0,0,0,0,13237,9002,1
23:59:10-23:59:14,0,0,0,0,0,13237,9002,1
23:59:15-23:59:19,0,0,2,0,75,13237,9002,1
23:59:20-23:59:24,0,0,0,0,32,13237,9002,1
23:59:25-23:59:29,0,0,0,0,0,13237,9002,1
23:59:30-23:59:34,0,0,0,0,0,13237,9002,1
23:59:35-23:59:39,0,0,0,0,0,13237,9002,1
23:59:40-23:59:44,0,0,0,0,0,13237,9002,1
23:59:45-23:59:49,0,0,0,0,61,13237,9002,1
23:59:50-23:59:54,0,0,0,0,22,13237,9002,1
23:59:55-23:59:59,0,0,0,0,0,13237,9002,1
23:57:00-23:57:04,0,0,0,0,0,7018,35266,1
23:57:05-23:57:09,0,0,0,0,0,7018,35266,1
23:57:10-23:57:14,0,0,15,0,38,7018,35266,1
23:57:15-23:57:19,0,0,0,0,0,7018,35266,1
23:57:20-23:57:24,0,0,0,0,0,7018,35266,1
23:57:25-23:57:29,0,0,2,0,28,7018,35266,1
23:57:30-23:57:34,0,0,0,0,0,7018,35266,1
23:57:35-23:57:39,0,0,0,0,0,7018,35266,1
23:57:40-23:57:44,0,0,12,0,48,7018,35266,1
23:57:45-23:57:49,0,0,0,0,0,7018,35266,1
23:57:50-23:57:54,0,0,0,0,0,7018,35266,1
23:57:55-23:57:59,0,0,2,0,44,7018,35266,1
23:58:00-23:58:04,0,0,0,0,0,7018,35266,1
23:58:05-23:58:09,0,0,0,0,0,7018,35266,1
23:58:10-23:58:14,0,0,19,0,73,7018,35266,1
23:58:15-23:58:19,0,0,0,0,0,7018,35266,1
23:58:20-23:58:24,0,0,0,0,0,7018,35266,1
23:58:25-23:58:29,0,0,0,0,24,7018,35266,1
23:58:30-23:58:34,0,0,0,0,0,7018,35266,1
23:58:35-23:58:39,0,0,0,0,0,7018,35266,1
23:58:40-23:58:44,0,0,2,0,51,7018,35266,1
23:58:45-23:58:49,0,0,0,0,0,7018,35266,1
23:58:50-23:58:54,0,0,0,0,0,7018,35266,1
23:58:55-23:58:59,0,0,0,0,30,7018,35266,1
23:59:00-23:59:04,0,0,0,0,0,7018,35266,1
23:59:05-23:59:09,0,0,0,0,0,7018,35266,1
23:59:10-23:59:14,0,0,9,0,75,7018,35266,1
23:59:15-23:59:19,0,0,0,0,0,7018,35266,1
23:59:20-23:59:24,0,0,0,0,0,7018,35266,1
23:59:25-23:59:29,0,0,0,0,28,7018,35266,1
23:59:30-23:59:34,0,0,0,0,0,7018,35266,1
23:59:35-23:59:39,0,0,0,0,0,7018,35266,1
23:59:40-23:59:44,0,0,3,0,33,7018,35266,1
23:59:45-23:59:49,0,0,0,0,0,7018,35266,1
23:59:50-23:59:54,0,0,0,0,0,7018,35266,1
23:59:55-23:59:59,0,0,4,0,58,7018,35266,1
23:57:00-23:57:04,0,0,0,0,0,7018,31742,1
23:57:05-23:57:09,0,0,0,0,0,7018,31742,1
23:57:10-23:57:14,0,0,0,0,0,7018,31742,1
23:57:15-23:57:19,0,0,3,0,27,7018,31742,1
23:57:20-23:57:24,0,0,0,0,16,7018,31742,1
23:57:25-23:57:29,0,0,0,0,0,7018,31742,1
23:57:30-23:57:34,0,0,0,0,0,7018,31742,1
23:57:35-23:57:39,0,0,0,0,0,7018,31742,1
23:57:40-23:57:44,0,0,0,0,0,7018,31742,1
23:57:45-23:57:49,0,0,1,0,115,7018,31742,1
23:57:50-23:57:54,0,0,0,0,16,7018,31742,1
23:57:55-23:57:59,0,0,0,0,0,7018,31742,1
23:58:00-23:58:04,0,0,0,0,0,7018,31742,1
23:58:05-23:58:09,0,0,0,0,0,7018,31742,1
23:58:10-23:58:14,0,0,0,0,0,7018,31742,1
23:58:15-23:58:19,0,0,3,0,108,7018,31742,1
23:58:20-23:58:24,0,0,2,0,34,7018,31742,1
23:58:25-23:58:29,0,0,0,0,0,7018,31742,1
23:58:30-23:58:34,0,0,0,0,0,7018,31742,1
23:58:35-23:58:39,0,0,0,0,0,7018,31742,1
23:58:40-23:58:44,0,0,0,0,0,7018,31742,1
23:58:45-23:58:49,0,0,4,0,35,7018,31742,1
23:58:50-23:58:54,0,0,0,0,26,7018,31742,1
23:58:55-23:58:59,0,0,0,0,0,7018,31742,1
23:59:00-23:59:04,0,0,0,0,0,7018,31742,1
23:59:05-23:59:09,0,0,0,0,0,7018,31742,1
23:59:10-23:59:14,0,0,0,0,0,7018,31742,1
23:59:15-23:59:19,0,0,2,0,75,7018,31742,1
23:59:20-23:59:24,0,0,8,0,32,7018,31742,1
23:59:25-23:59:29,0,0,0,0,0,7018,31742,1
23:59:30-23:59:34,0,0,0,0,0,7018,31742,1
23:59:35-23:59:39,0,0,0,0,0,7018,31742,1
23:59:40-23:59:44,0,0,0,0,0,7018,31742,1
23:59:45-23:59:49,0,0,0,0,61,7018,31742,1
23:59:50-23:59:54,0,0,0,0,22,7018,31742,1
23:59:55-23:59:59,0,0,0,0,0,7018,31742,1
23:57:00-23:57:04,0,0,0,0,0,7018,35266,1
23:57:05-23:57:09,0,0,0,1,0,7018,35266,1
23:57:10-23:57:14,0,0,0,1,0,7018,35266,1
23:57:15-23:57:19,0,0,0,0,27,7018,35266,1
23:57:20-23:57:24,0,0,0,0,16,7018,35266,1
23:57:25-23:57:29,0,0,0,0,0,7018,35266,1
23:57:30-23:57:34,0,0,0,0,0,7018,35266,1
23:57:35-23:57:39,0,0,0,0,0,7018,35266,1
23:57:40-23:57:44,0,0,0,0,0,7018,35266,1
23:57:45-23:57:49,0,0,3,0,115,7018,35266,1
23:57:50-23:57:54,0,0,0,0,16,7018,35266,1
23:57:55-23:57:59,0,0,0,0,0,7018,35266,1
23:58:00-23:58:04,0,0,0,0,0,7018,35266,1
23:58:05-23:58:09,0,0,0,0,0,7018,35266,1
23:58:10-23:58:14,0,0,0,0,0,7018,35266,1
23:58:15-23:58:19,0,0,2,0,108,7018,35266,1
23:58:20-23:58:24,0,0,2,0,34,7018,35266,1
23:58:25-23:58:29,0,0,0,0,0,7018,35266,1
23:58:30-23:58:34,0,0,0,0,0,7018,35266,1
23:58:35-23:58:39,0,0,0,0,0,7018,35266,1
23:58:40-23:58:44,0,0,0,0,0,7018,35266,1
23:58:45-23:58:49,0,0,0,0,35,7018,35266,1
23:58:50-23:58:54,0,0,0,0,26,7018,35266,1
23:58:55-23:58:59,0,0,0,0,0,7018,35266,1
23:59:00-23:59:04,0,0,0,0,0,7018,35266,1
23:59:05-23:59:09,0,0,0,0,0,7018,35266,1
23:59:10-23:59:14,0,0,0,0,0,7018,35266,1
23:59:15-23:59:19,0,0,2,0,75,7018,35266,1
23:59:20-23:59:24,0,0,0,0,32,7018,35266,1
23:59:25-23:59:29,0,0,0,0,0,7018,35266,1
23:59:30-23:59:34,0,0,0,0,0,7018,35266,1
23:59:35-23:59:39,0,0,0,0,0,7018,35266,1
23:59:40-23:59:44,0,0,0,0,0,7018,35266,1
23:59:45-23:59:49,0,0,0,0,61,7018,35266,1
23:59:50-23:59:54,0,0,0,0,22,7018,35266,1
23:59:55-23:59:59,0,0,0,0,0,7018,35266,1
23:57:00-23:57:04,0,0,0,0,0,1836,35266,1
23:57:05-23:57:09,0,0,0,0,0,1836,35266,1
23:57:10-23:57:14,0,0,15,0,38,1836,35266,1
23:57:15-23:57:19,0,0,0,0,0,1836,35266,1
23:57:20-23:57:24,0,0,0,0,0,1836,35266,1
23:57:25-23:57:29,0,0,2,0,28,1836,35266,1
23:57:30-23:57:34,0,0,0,0,0,1836,35266,1
23:57:35-23:57:39,0,0,0,0,0,1836,35266,1
23:57:40-23:57:44,0,0,12,0,48,1836,35266,1
23:57:45-23:57:49,0,0,0,0,0,1836,35266,1
23:57:50-23:57:54,0,0,0,0,0,1836,35266,1
23:57:55-23:57:59,0,0,2,0,44,1836,35266,1
23:58:00-23:58:04,0,0,0,0,0,1836,35266,1
23:58:05-23:58:09,0,0,0,0,0,1836,35266,1
23:58:10-23:58:14,0,0,19,0,73,1836,35266,1
23:58:15-23:58:19,0,0,0,0,0,1836,35266,1
23:58:20-23:58:24,0,0,0,0,0,1836,35266,1
23:58:25-23:58:29,0,0,0,0,24,1836,35266,1
23:58:30-23:58:34,0,0,0,0,0,1836,35266,1
23:58:35-23:58:39,0,0,0,0,0,1836,35266,1
23:58:40-23:58:44,0,0,2,0,51,1836,35266,1
23:58:45-23:58:49,0,0,0,0,0,1836,35266,1
23:58:50-23:58:54,0,0,0,0,0,1836,35266,1
23:58:55-23:58:59,0,0,0,0,30,1836,35266,1
23:59:00-23:59:04,0,0,0,0,0,1836,35266,1
23:59:05-23:59:09,0,0,0,0,0,1836,35266,1
23:59:10-23:59:14,0,0,9,0,75,1836,35266,1
23:59:15-23:59:19,0,0,0,0,0,1836,35266,1
23:59:20-23:59:24,0,0,0,0,0,1836,35266,1
23:59:25-23:59:29,0,0,0,0,28,1836,35266,1
23:59:30-23:59:34,0,0,0,0,0,1836,35266,1
23:59:35-23:59:39,0,0,0,0,0,1836,35266,1
23:59:40-23:59:44,0,0,3,0,33,1836,35266,1
23:59:45-23:59:49,0,0,0,0,0,1836,35266,1
23:59:50-23:59:54,0,0,0,0,0,1836,35266,1
23:59:55-23:59:59,0,0,4,0,58,1836,35266,1
23:57:00-23:57:04,0,0,0,0,60,34549,31742,1
23:57:05-23:57:09,0,0,0,0,60,34549,31742,1
23:57:10-23:57:14,0,0,0,0,50,34549,31742,1
23:57:15-23:57:19,0,0,0,0,57,34549,31742,1
23:57:20-23:57:24,0,0,0,0,43,34549,31742,1
23:57:25-23:57:29,0,0,0,0,85,34549,31742,1
23:57:30-23:57:34,0,0,0,0,57,34549,31742,1
23:57:35-23:57:39,0,0,0,0,64,34549,31742,1
23:57:40-23:57:44,0,0,0,0,80,34549,31742,1
23:57:45-23:57:49,0,0,0,0,59,34549,31742,1
23:57:50-23:57:54,0,0,0,0,64,34549,31742,1
23:57:55-23:57:59,0,0,0,0,74,34549,31742,1
23:58:00-23:58:04,0,0,0,0,69,34549,31742,1
23:58:05-23:58:09,0,0,0,0,52,34549,31742,1
23:58:10-23:58:14,0,0,0,0,42,34549,31742,1
23:58:15-23:58:19,0,0,0,0,45,34549,31742,1
23:58:20-23:58:24,0,0,0,0,47,34549,31742,1
23:58:25-23:58:29,0,0,0,0,48,34549,31742,1
23:58:30-23:58:34,0,0,0,0,50,34549,31742,1
23:58:35-23:58:39,0,0,0,0,94,34549,31742,1
23:58:40-23:58:44,0,0,0,0,58,34549,31742,1
23:58:45-23:58:49,0,0,0,0,56,34549,31742,1
23:58:50-23:58:54,0,0,0,0,46,34549,31742,1
23:58:55-23:58:59,0,0,0,0,56,34549,31742,1
23:59:00-23:59:04,0,0,0,0,52,34549,31742,1
23:59:05-23:59:09,0,0,0,0,47,34549,31742,1
23:59:10-23:59:14,0,0,0,0,60,34549,31742,1
23:59:15-23:59:19,0,0,0,0,88,34549,31742,1
23:59:20-23:59:24,0,0,0,0,37,34549,31742,1
23:59:25-23:59:29,0,0,0,0,39,34549,31742,1
23:59:30-23:59:34,0,0,0,0,63,34549,31742,1
23:59:35-23:59:39,0,0,0,0,61,34549,31742,1
23:59:40-23:59:44,0,0,0,0,50,34549,31742,1
23:59:45-23:59:49,0,0,0,0,89,34549,31742,1
23:59:50-23:59:54,0,0,0,0,73,34549,31742,1
23:59:55-23:59:59,0,0,0,0,39,34549,31742,1
23:57:00-23:57:04,0,0,0,0,0,15562,2914,1
23:57:05-23:57:09,0,0,0,0,14,15562,2914,1
23:57:10-23:57:14,0,0,0,0,1,15562,2914,1
23:57:15-23:57:19,0,0,0,0,0,15562,2914,1
23:57:20-23:57:24,0,0,0,0,0,15562,2914,1
23:57:25-23:57:29,0,0,0,0,0,15562,2914,1
23:57:30-23:57:34,0,0,0,0,0,15562,2914,1
23:57:35-23:57:39,0,0,0,0,6,15562,2914,1
23:57:40-23:57:44,0,0,0,0,42,15562,2914,1
23:57:45-23:57:49,0,0,0,0,0,15562,2914,1
23:57:50-23:57:54,0,0,0,0,0,15562,2914,1
23:57:55-23:57:59,0,0,0,0,0,15562,2914,1
23:58:00-23:58:04,0,0,0,0,0,15562,2914,1
23:58:05-23:58:09,0,0,0,0,32,15562,2914,1
23:58:10-23:58:14,0,0,0,0,43,15562,2914,1
23:58:15-23:58:19,0,0,0,0,0,15562,2914,1
23:58:20-23:58:24,0,0,0,0,0,15562,2914,1
23:58:25-23:58:29,0,0,0,0,0,15562,2914,1
23:58:30-23:58:34,0,0,0,0,0,15562,2914,1
23:58:35-23:58:39,0,0,0,0,2,15562,2914,1
23:58:40-23:58:44,0,0,0,0,13,15562,2914,1
23:58:45-23:58:49,0,0,0,0,0,15562,2914,1
23:58:50-23:58:54,0,0,0,0,0,15562,2914,1
23:58:55-23:58:59,0,0,0,0,0,15562,2914,1
23:59:00-23:59:04,0,0,0,0,0,15562,2914,1
23:59:05-23:59:09,0,0,0,0,36,15562,2914,1
23:59:10-23:59:14,0,0,0,0,48,15562,2914,1
23:59:15-23:59:19,0,0,0,0,0,15562,2914,1
23:59:20-23:59:24,0,0,0,0,0,15562,2914,1
23:59:25-23:59:29,0,0,0,0,0,15562,2914,1
23:59:30-23:59:34,0,0,0,0,0,15562,2914,1
23:59:35-23:59:39,0,0,0,0,10,15562,2914,1
23:59:40-23:59:44,0,0,0,0,16,15562,2914,1
23:59:45-23:59:49,0,0,0,0,0,15562,2914,1
23:59:50-23:59:54,0,0,0,0,0,15562,2914,1
23:59:55-23:59:59,0,0,0,0,0,15562,2914,1
23:57:00-23:57:04,0,0,0,0,0,1836,6894,1
23:57:05-23:57:09,0,0,0,0,0,1836,6894,1
23:57:10-23:57:14,0,0,0,0,0,1836,6894,1
23:57:15-23:57:19,0,0,3,0,27,1836,6894,1
23:57:20-23:57:24,0,0,0,0,16,1836,6894,1
23:57:25-23:57:29,0,0,0,0,0,1836,6894,1
23:57:30-23:57:34,0,0,0,0,0,1836,6894,1
23:57:35-23:57:39,0,0,0,0,0,1836,6894,1
23:57:40-23:57:44,0,0,0,0,0,1836,6894,1
23:57:45-23:57:49,0,0,1,0,115,1836,6894,1
23:57:50-23:57:54,0,0,0,0,16,1836,6894,1
23:57:55-23:57:59,0,0,0,0,0,1836,6894,1
23:58:00-23:58:04,0,0,0,0,0,1836,6894,1
23:58:05-23:58:09,0,0,0,0,0,1836,6894,1
23:58:10-23:58:14,0,0,0,0,0,1836,6894,1
23:58:15-23:58:19,0,0,3,0,108,1836,6894,1
23:58:20-23:58:24,0,0,2,0,34,1836,6894,1
23:58:25-23:58:29,0,0,0,0,0,1836,6894,1
23:58:30-23:58:34,0,0,0,0,0,1836,6894,1
23:58:35-23:58:39,0,0,0,0,0,1836,6894,1
23:58:40-23:58:44,0,0,0,0,0,1836,6894,1
23:58:45-23:58:49,0,0,4,0,35,1836,6894,1
23:58:50-23:58:54,0,0,0,0,26,1836,6894,1
23:58:55-23:58:59,0,0,0,0,0,1836,6894,1
23:59:00-23:59:04,0,0,0,0,0,1836,6894,1
23:59:05-23:59:09,0,0,0,0,0,1836,6894,1
23:59:10-23:59:14,0,0,0,0,0,1836,6894,1
23:59:15-23:59:19,0,0,2,0,75,1836,6894,1
23:59:20-23:59:24,0,0,8,0,32,1836,6894,1
23:59:25-23:59:29,0,0,0,0,0,1836,6894,1
23:59:30-23:59:34,0,0,0,0,0,1836,6894,1
23:59:35-23:59:39,0,0,0,0,0,1836,6894,1
23:59:40-23:59:44,0,0,0,0,0,1836,6894,1
23:59:45-23:59:49,0,0,0,0,61,1836,6894,1
23:59:50-23:59:54,0,0,0,0,22,1836,6894,1
23:59:55-23:59:59,0,0,0,0,0,1836,6894,1
23:57:00-23:57:04,0,0,0,1,46,34549,35266,1
23:57:05-23:57:09,0,0,0,0,40,34549,35266,1
23:57:10-23:57:14,0,0,0,0,50,34549,35266,1
23:57:15-23:57:19,0,0,0,1,33,34549,35266,1
23:57:20-23:57:24,0,0,0,0,46,34549,35266,1
23:57:25-23:57:29,0,0,0,0,38,34549,35266,1
23:57:30-23:57:34,0,0,0,0,42,34549,35266,1
23:57:35-23:57:39,0,0,0,0,64,34549,35266,1
23:57:40-23:57:44,0,0,0,0,38,34549,35266,1
23:57:45-23:57:49,0,0,0,0,22,34549,35266,1
23:57:50-23:57:54,0,0,0,0,36,34549,35266,1
23:57:55-23:57:59,0,0,0,0,58,34549,35266,1
23:58:00-23:58:04,0,0,0,0,44,34549,35266,1
23:58:05-23:58:09,0,0,0,0,50,34549,35266,1
23:58:10-23:58:14,0,0,0,0,42,34549,35266,1
23:58:15-23:58:19,0,0,0,1,33,34549,35266,1
23:58:20-23:58:24,0,0,0,0,54,34549,35266,1
23:58:25-23:58:29,0,0,0,0,32,34549,35266,1
23:58:30-23:58:34,0,0,0,0,42,34549,35266,1
23:58:35-23:58:39,0,0,0,0,48,34549,35266,1
23:58:40-23:58:44,0,0,0,0,64,34549,35266,1
23:58:45-23:58:49,0,0,0,0,34,34549,35266,1
23:58:50-23:58:54,0,0,0,0,52,34549,35266,1
23:58:55-23:58:59,0,0,0,0,46,34549,35266,1
23:59:00-23:59:04,0,0,0,0,222,34549,35266,1
23:59:05-23:59:09,0,0,0,0,24,34549,35266,1
23:59:10-23:59:14,0,0,0,0,34,34549,35266,1
23:59:15-23:59:19,0,0,0,1,91,34549,35266,1
23:59:20-23:59:24,0,0,0,0,30,34549,35266,1
23:59:25-23:59:29,0,0,0,0,52,34549,35266,1
23:59:30-23:59:34,0,0,0,0,38,34549,35266,1
23:59:35-23:59:39,0,0,0,0,28,34549,35266,1
23:59:40-23:59:44,0,0,0,0,56,34549,35266,1
23:59:45-23:59:49,0,0,0,0,44,34549,35266,1
